ID,sex,age,race,marital-status,education,native-country,workclass,occupation,salary-class,given_name,surname,street_number,address_1,address_2,suburb,postcode,state,soc_sec_id
8048,#,29,#,#,#,#,#,#,<=50K,timobty,jenkins,8,wolff jrrscent,noaddresstwo,bentleigh east,2068,qld,6949469
5430,#,29,#,#,#,#,#,#,<=50K,hayley,grey,24,lee-steere crescent,house b,melbourne,3153,nsw,7320413
4393,#,29,#,#,#,#,#,#,<=50K,chelsea,jarpks,3,antis ntpreet,mitchell downs,winston hills,3953,vic,4000346
3884,#,29,#,#,#,#,#,#,<=50K,saew,barndtt,6,magenta square,kapenkara,hamilton,4819,vic,1005680
4469,#,29,#,#,#,#,#,#,<=50K,zane,delphin,34,harcourt street,noaddresstwo,birchip,4078,nsw,4626500
6813,#,29,#,#,#,#,#,#,<=50K,kane,reynolds,52,narryer close,noaddresstwo,wallabadah,3073,wa,7898884
5088,#,29,#,#,#,#,#,#,<=50K,brendan,paul,10,higinbotham street,noaddresstwo,wodonga west,2150,wa,7266938
494,#,29,#,#,#,#,#,#,<=50K,antonio,ellne,28,mount vernon drive,noaddresstwo,winstons hills,4226,wz,6316016
6102,#,29,#,#,#,#,#,#,<=50K,darcie,johnson,11,noaddressone,destiny springs,long gully,5069,vic,6023312
5047,#,29,#,#,#,#,#,#,<=50K,natqloa,tostevin,2,bullockgcijrcuit,noaddresstwo,griffith,4809,nostate,6935035
4238,#,29,#,#,#,#,#,#,<=50K,teal,edkmie,43,dogpound cottage,woralul street,north ryde,2093,voc,1236737
9102,#,29,#,#,#,#,#,#,>50K,shantal,collins,57,de lissa street,noaddresstwo,rowes bay,3797,nsw,5818226
6925,#,29,#,#,#,#,#,#,<=50K,jessica,prasad,11,bernacchi street,lambourne,campsie,7302,qld,4619594
8671,#,29,#,#,#,#,#,#,<=50K,madison,seymour,162,menzie place,drayton park,yowie bay,5013,qld,5243923
523,#,29,#,#,#,#,#,#,<=50K,haylje,burdon,7,armstrong jfescent,noaddresstwo,berowra waters,3953,vict,7388968
9700,#,29,#,#,#,#,#,#,<=50K,emma,camt,25,groom ytwryeet,heston,sandjgcte,5047,nostate,2464508
8090,#,29,#,#,#,#,#,#,>50K,isabella,hammond,260,osburn drive,noaddresstwo,pittsworth,3174,sa,2713939
3651,#,29,#,#,#,#,#,#,<=50K,zane,russo,9,noaddressone,noaddresstwo,rockhampton,3204,vic,2831920
2923,#,29,#,#,#,#,#,#,<=50K,joke,aibara,9,forbes street,gream's estate,orange,2620,nsw,5276105
4338,#,29,#,#,#,#,#,#,<=50K,kayla,ripley,1,araluen street,noaddresstwo,ingle farm,2112,vic,1201117
5030,#,29,#,#,#,#,#,#,>50K,james,moloney,27,gallagher street,liscombepools,banksia beach,3844,wa,5595268
3439,#,29,#,#,#,#,#,#,<=50K,joshua,newell,40,leichhardt street,southport medical centre,hawthorn east,2604,nsw,8351211
6390,#,29,#,#,#,#,#,#,<=50K,angelica,panipucci,7,kelleway avenue,barkway cottage,berwick,4122,vic,5233760
7736,#,29,#,#,#,#,#,#,<=50K,sophie,maddigan,44,butler place,ooma,bronte,2168,vic,9591355
4287,#,29,#,#,#,#,#,#,<=50K,sophie,stirling,1,jerrabomberra avenue,ningindah,st marys,4017,qld,2648453
5580,#,29,#,#,#,#,#,#,<=50K,robbie,dejersey,0,damala street,blytheswood park,sunshine,2611,wa,2883602
4329,#,29,#,#,#,#,#,#,>50K,hayley,spencer,11,stapley court,baerami house,epping,3629,sa,2468419
497,#,29,#,#,#,#,#,#,<=50K,joshua,paukner,20,clift crescent,noaddresstwo,nosuburb,2444,nsw,2819980
5916,#,29,#,#,#,#,#,#,<=50K,grace,english,80,fielder place,noaddresstwo,portsea,6012,nostate,6178700
114,#,29,#,#,#,#,#,#,>50K,nataia,hortob,359,mcclureqsffeet,noaddresstwo,mountdamrtha,2132,w,8200621
1793,#,29,#,#,#,#,#,#,<=50K,harvey,alannah,26,goulburn fstreet,noaddresstwo,donctseq,4151,vic,9079000
6933,#,29,#,#,#,#,#,#,<=50K,oliver,gurr,2,arthur circle,noaddresstwo,nuriootpa,4305,qld,6861173
3506,#,29,#,#,#,#,#,#,<=50K,cain,arthur,82,downes place,noaddresstwo,trott park,4856,nzw,5966789
5128,#,29,#,#,#,#,#,#,>50K,liana,parikh,2,tarraleahybcrescent,noaddresstwo,greenacre,4161,sa,4430589
755,#,29,#,#,#,#,#,#,<=50K,tara,dooley,141,sheaffe street,noaddresstwo,murwillumbah,4872,vic,6630652
59,#,29,#,#,#,#,#,#,<=50K,grxw,jasm,96,oakey crehj road,noaddresstwo,nosuburb,2068,qld,7617042
4293,#,29,#,#,#,#,#,#,<=50K,caleb,carpinelli,5,tindale street,noaddresstwo,thomastown,6026,vic,5144567
7836,#,29,#,#,#,#,#,#,<=50K,louise,megaw,47,teakle place,banyak,bowral,3350,vic,4914818
818,#,29,#,#,#,#,#,#,<=50K,elizabeth,sandeey,196,marawa plce,noaddresstwo,coramba,3764,nato,9663541
9092,#,29,#,#,#,#,#,#,>50K,diloon,barwick,169,hentytstreet,noaddresstwo,tumut,2449,qlb,6751222
6028,#,29,#,#,#,#,#,#,<=50K,zachary,drefke,8,namatjira drive,marodar stud,engadine,2480,sa,2049773
2011,#,29,#,#,#,#,#,#,<=50K,latham,bomford,40,blamey crescent,flt 1,ulladulla,2260,sa,7468348
9656,#,29,#,#,#,#,#,#,<=50K,connor,smith,5,boothby place,noaddresstwo,bundaberg east,3169,nsw,9421942
4235,#,29,#,#,#,#,#,#,<=50K,nogivenname,kirky,6517,henderson street,noaddresstwo,woodloffe,4020,taa,4905455
1451,#,29,#,#,#,#,#,#,<=50K,oliver,willersdorf,1,fellows street,noaddresstwo,chester hill,6798,sa,1465970
8941,#,29,#,#,#,#,#,#,<=50K,emiily,widseb,3,namatjirzkdrive,noaddresstwo,rose bay,2731,wa,5206706
9380,#,29,#,#,#,#,#,#,<=50K,chloe,dawkins,10,max henry crescent,noaddresstwo,sunnybank hills,6169,nsw,5576156
2628,#,29,#,#,#,#,#,#,<=50K,kayla,delaney,38,ballarat street,duck creek,cobden,2440,nsw,4456750
6782,#,29,#,#,#,#,#,#,<=50K,shakirah,tilbrook,13,clisby close,merrywin,westfield,4051,vic,1852287
5466,#,29,#,#,#,#,#,#,<=50K,chloe,msy,40,spaffordfrdscent,noaddresstwo,blacjburn,5090,nswm,3070528
4334,#,29,#,#,#,#,#,#,<=50K,liam,tsacos,86,hewlett court,log cabin carvn pk (cnr skye r road,happy valley,5032,qld,9850172
9227,#,29,#,#,#,#,#,#,<=50K,madeleine,king,2,mceachern crescent,wirruna,woy woy,2210,vic,6891336
8167,#,29,#,#,#,#,#,#,<=50K,jjd,boylime,17,forwood street,noaddresstwo,blactown,5048,nostate,8378568
3080,#,29,#,#,#,#,#,#,<=50K,courtney,lancaster,4,endeavour street,noaddresstwo,ruse,4069,vic,8447931
3238,#,29,#,#,#,#,#,#,<=50K,matisse,jackermis,5,broadhurst street,corrong village,bedford,4069,nsw,1360292
7296,#,29,#,#,#,#,#,#,<=50K,jett,brown,57,abercrombie circuit,leneva,grenfell,5251,wa,9376098
2602,#,29,#,#,#,#,#,#,<=50K,nogivenname,youzf,5,mcclure street,noaddresstwo,east killara,4163,nsw,8019399
4389,#,29,#,#,#,#,#,#,<=50K,luke,sanders,30,hawker street,noaddresstwo,wulguru,2650,sa,8813918
5447,#,29,#,#,#,#,#,#,<=50K,shelbey,cunningham,45,perry drive,myrtle farm,toowoomba,2259,sa,1775454
1440,#,29,#,#,#,#,#,#,<=50K,kailey,sorre,53,mills street,jinark,nowra,6163,nsw,3558017
8732,#,29,#,#,#,#,#,#,<=50K,mystique,smith,243,hingston close,alloura waters,greenacre,3136,vic,2961674
9250,#,29,#,#,#,#,#,#,<=50K,jayden,turland,16,magenta square,noaddresstwo,penshurst,2250,qld,4112403
3578,#,29,#,#,#,#,#,#,<=50K,deakh,rowsell,13,noarlungasvescent,yavendale,doncaster,4225,qld,8945907
7856,#,29,#,#,#,#,#,#,<=50K,laklynn,henderson,4,undoolya street,noaddresstwo,menai,2225,nsw,6561907
3086,#,29,#,#,#,#,#,#,<=50K,bridgt,kobg,77,hampton circuit,noaddresstwo,springsure,5277,vic,4423356
7540,#,29,#,#,#,#,#,#,<=50K,hugo,hodgman,1,larcombdrhescent,guy house,alice srings,2444,sa,5748905
6883,#,29,#,#,#,#,#,#,<=50K,benjamin,marchetti,1535,kosciusko avenue,noaddresstwo,dandenong,6280,qld,9904139
6932,#,29,#,#,#,#,#,#,<=50K,adam,cunningham,27,babinda place,noaddresstwo,gaythorne,2530,nostate,9486259
5471,#,29,#,#,#,#,#,#,<=50K,joel,labelle,21,macneil place,pertala,crystalrborook,3106,vic,1402463
5114,#,29,#,#,#,#,#,#,<=50K,jackson,priest,6,hurley street,benalla hospital,mitcham,2136,nsw,2095805
3694,#,29,#,#,#,#,#,#,<=50K,nogivenname,cahoon,2,jardine street,regency park estat,east lincfield,3350,qld,2009284
7299,#,29,#,#,#,#,#,#,<=50K,peyton,marafioti,0,franc place,noaddresstwo,braddon,2145,nsw,1803143
2639,#,29,#,#,#,#,#,#,<=50K,riley,lambe,558,bingham circuit,noaddresstwo,pucto,0188,vic,4805551
6085,#,29,#,#,#,#,#,#,<=50K,sophie,hall,6,serpentine street,walkerville,parkside,2357,sa,9958251
9524,#,26-30,#,#,#,#,#,#,<=50K,rosie,dalby,22,mullan street,frm 654,buninyong,0nan,nsw,5887616
3820,#,26-30,#,#,#,#,#,#,<=50K,louis,goldsworthy,7,alroy circuit,noaddresstwo,barraganyatti,3101,nsw,6365565
4378,#,26-30,#,#,#,#,#,#,>50K,alexandra,vasiljevic,14,wambool street,noaddresstwo,toowoomba,2460,vic,7076146
7800,#,26-30,#,#,#,#,#,#,>50K,jakob,klingner,254,wallaby place,the pines,apsley,2485,nsw,7334397
690,#,26-30,#,#,#,#,#,#,>50K,jett,venditti,1,medley street,barkly st medical clinic,malabar,3029,nsw,1350207
5813,#,26-30,#,#,#,#,#,#,<=50K,nogivenname,whyte,54,ulverstone street,ballarine,north narrabeen,5245,nsw,3166779
3444,#,26-30,#,#,#,#,#,#,<=50K,isaiah,allen,65,casey crescent,acacia hill,cordalba,4814,nsw,4629641
2197,#,26-30,#,#,#,#,#,#,>50K,emiily,thomson,2,fraenkel street,noaddresstwo,sarina,3111,sa,5847055
7946,#,26-30,#,#,#,#,#,#,<=50K,cassidy,gum,3,proctor street,anzac house (cnr archer s street,rowville,2756,wa,3192930
2803,#,26-30,#,#,#,#,#,#,>50K,emiily,vallance,30,noaddressone,noaddresstwo,campbwll,2656,nostate,9879045
5844,#,26-30,#,#,#,#,#,#,<=50K,jeremy,swiggs,16,wettenhall circuit,boree,mount ousley,4154,vic,3995917
7599,#,26-30,#,#,#,#,#,#,>50K,willi,forbes,41,wirildadtreet,noaddresstwo,macldod,2096,wa,6055955
9343,#,26-30,#,#,#,#,#,#,<=50K,harriet,nosurname,21,teague street,amp bldg,bronte,3690,qld,4154346
5401,#,26-30,#,#,#,#,#,#,<=50K,danjel,pllr,11,crozierkcejrcuit,noaddresstwo,coolbellup,2229,nsw,1819136
5415,#,26-30,#,#,#,#,#,#,<=50K,adam,press,25,sharwood crescent,john james medical centre,hillside,4802,vic,5758177
9977,#,26-30,#,#,#,#,#,#,<=50K,lauren,warfe,151,smith street,noaddresstwo,bellata,3342,nsw,8817780
4027,#,26-30,#,#,#,#,#,#,<=50K,livs,foreato,30,mcintodhf street,clovelly farm,cowa,4685,nsw,4809513
312,#,26-30,#,#,#,#,#,#,<=50K,nogivenname,ashton,8,narambi street,dalkeith,taringa,4556,nsw,5650287
7818,#,26-30,#,#,#,#,#,#,<=50K,oliver,bosmakis,236,wakelinc rkcuit,noaddresstwo,northssydney,2504,vic,3770004
5848,#,26-30,#,#,#,#,#,#,<=50K,sean,valiyff,40,noaddressone,loughville park,morisset,4017,vic,5761366
8599,#,26-30,#,#,#,#,#,#,<=50K,harley,woolley,23,blandon place,meadowvale retirement village,woolgoolga,2463,nsw,8916487
146,#,26-30,#,#,#,#,#,#,<=50K,sarah,trepka,80,burdett crescent,noaddresstwo,quilpie,3214,qld,9578846
1977,#,26-30,#,#,#,#,#,#,<=50K,sarh,rus,2,ballumbir street,noaddresstwo,allenualeeast,2750,qld,4536746
5796,#,26-30,#,#,#,#,#,#,<=50K,sophie,herbert,340,noaddressone,the flags,glass house mountains,4740,vic,7067821
9167,#,26-30,#,#,#,#,#,#,<=50K,lara,smith,233,noaddressone,merymbuela,doncaster east,2577,vic,1057107
7222,#,26-30,#,#,#,#,#,#,<=50K,laurem,coombes,9,preddey way,noaddresstwo,benahlkla,3054,qlc,2465085
688,#,26-30,#,#,#,#,#,#,<=50K,benjamin,petjkidis,4,wentwortmavenue,success stud,carindale,2141,vic,2071045
96,#,26-30,#,#,#,#,#,#,<=50K,zachady,couzner,175,axon syreet,noaddresstwo,wingham,2474,nsw,5020618
7463,#,26-30,#,#,#,#,#,#,<=50K,annabel,arlidge,194,phillip avenue,kooringa retirement village,nunawading,2261,nsw,9354455
2629,#,26-30,#,#,#,#,#,#,<=50K,jackson,mcclurmg,68,poce nulson,noaddresstwo,maroochydore,3730,qld,1267250
3709,#,26-30,#,#,#,#,#,#,<=50K,lauren,nosurname,225,hannan crescent,noaddresstwo,adamstown heights,6066,nostate,4731059
8924,#,26-30,#,#,#,#,#,#,<=50K,vanes,greaeb,254,grimshaw dtreet,noaddresstwo,bany o,2193,ws,1795768
1829,#,26-30,#,#,#,#,#,#,<=50K,seamus,penery,28,greenvale street,rsl leisure living vlge,broulee,2039,qld,9849950
8929,#,26-30,#,#,#,#,#,#,<=50K,macey,snedktdon,13,noaddressone,noaddresstwo,hil swan,6725,qld,6620126
6125,#,26-30,#,#,#,#,#,#,>50K,emiily,marriott,31,muresk street,the lakes retirement village,traralgon,5019,nsw,1875823
9089,#,26-30,#,#,#,#,#,#,<=50K,benajmin,affoltre,2,dodwell street,noaddresstwo,campise,2534,nostate,1843479
3206,#,26-30,#,#,#,#,#,#,<=50K,alexcs,ken t,12,kangaroo court,villa 2,merimbula,2655,nsw,1831430
7250,#,26-30,#,#,#,#,#,#,<=50K,hannah,daly,19,carumbi place,noaddresstwo,st albans park,3143,act,2145484
3715,#,26-30,#,#,#,#,#,#,<=50K,kiandra,brittain,1,dalley crescent,noaddresstwo,wodonga,4511,nsw,3655275
7253,#,26-30,#,#,#,#,#,#,<=50K,zoe,climpson,5,gardiner street,talmore,rostrevor,2223,qld,4217068
5812,#,26-30,#,#,#,#,#,#,<=50K,hrnjy,mcdonsld,5,bindaga street,noaddresstwo,ashmawe,3074,vif,3268026
7806,#,26-30,#,#,#,#,#,#,<=50K,joshua,dorward,15,taronga place,noaddresstwo,mascot,3910,nsw,2857836
1389,#,26-30,#,#,#,#,#,#,>50K,sophie,turnbull,650,boulton close,mowll village,tura beach,6023,wa,4936014
665,#,26-30,#,#,#,#,#,#,<=50K,koyf,denvio,949,callaway drescent,noaddresstwo,campsie,0nan,nsw,6036205
9923,#,26-30,#,#,#,#,#,#,>50K,madison,rogerks,28,brownsmith crescent,noaddresstwo,ill hbolden,2777,fic,2183929
4774,#,26-30,#,#,#,#,#,#,<=50K,jarvis,beck,0,larkin close,brindabella,scarborough,4221,qld,8670288
7278,#,26-30,#,#,#,#,#,#,<=50K,courtny,fitzjyhn,7,noaddressone,noaddresstwo,moe,5564,nsw,8230809
8083,#,26-30,#,#,#,#,#,#,<=50K,deakin,rowsell,13,noarlunga crescent,yavendale,doncaster,4225,qld,7070551
4370,#,26-30,#,#,#,#,#,#,<=50K,nicholas,sutton,1,hicks street,farrar brown court,forster,6025,wa,2679661
98,#,26-30,#,#,#,#,#,#,<=50K,daniel,burns,41,hobday place,noaddresstwo,griffith,2205,vic,6069244
2975,#,26-30,#,#,#,#,#,#,<=50K,jessica,simmons,67,olympus way,noaddresstwo,hackham west,2153,wa,5614399
1586,#,26-30,#,#,#,#,#,#,<=50K,marcus,nosurname,97,sherwoodkrcuit,noaddresstwo,greenfields,4605,wq,6408482
6265,#,26-30,#,#,#,#,#,#,<=50K,benjanin,petidpis,0,wentworth avenue,noaddresstwo,carindale,2142,nostate,2074054
7258,#,26-30,#,#,#,#,#,#,>50K,alana,mcadam,48,blackburn street,brokenspoke,highfields,3228,vic,1797447
7661,#,26-30,#,#,#,#,#,#,<=50K,kristin,neumann,56,noaddressone,noaddresstwo,rockingham,3352,vic,2398361
3489,#,26-30,#,#,#,#,#,#,<=50K,zachary,timoney,21,lamington street,noaddresstwo,barraba,3051,vic,4854857
8565,#,26-30,#,#,#,#,#,#,<=50K,matthew,west,8,kingsford smith drive,carinya,macedon,5240,sa,6955606
9908,#,26-30,#,#,#,#,#,#,>50K,harrison,watson,153,anderson street,noaddresstwo,baulkham hills,6210,vic,9012582
5134,#,26-30,#,#,#,#,#,#,>50K,kelsea,collins,18,melrose drive,noaddresstwo,jervois,2615,vic,5724158
3777,#,26-30,#,#,#,#,#,#,<=50K,lara,hill,19,bokhara circuit,highland park,wangaratta,4053,nostate,3635157
3255,#,26-30,#,#,#,#,#,#,<=50K,zac,nicholas,19,handcock crescent,noaddresstwo,rosewood,2478,qld,8132810
3764,#,26-30,#,#,#,#,#,#,<=50K,ryan,pinkerrin,2,magrathdfescent,noaddresstwo,baffle yreek,2550,qld,1652817
7598,#,26-30,#,#,#,#,#,#,<=50K,alexandra,harris,279,marr street,noaddresstwo,bacchus marsh,2170,vic,9655632
4810,#,26-30,#,#,#,#,#,#,<=50K,bryce,edwards,35,dyson street,noaddresstwo,wagga wagga,2577,qld,7690662
2516,#,26-30,#,#,#,#,#,#,<=50K,mitcehll,price,26,burkittqtsreet,noaddresstwo,gorokan,3885,hdw,3940000
2577,#,26-30,#,#,#,#,#,#,<=50K,connor,hickman,27,learmonth drive,noaddresstwo,cremorne,5159,vic,1698769
9063,#,26-30,#,#,#,#,#,#,<=50K,peter,muirhead,123,campbell street,noaddresstwo,para hills west,2166,vic,2565711
583,#,26-30,#,#,#,#,#,#,>50K,thomas,gauci,130,nuyts street,minbalup,box hill south,0330,vic,9851615
8780,#,26-30,#,#,#,#,#,#,<=50K,jessica,revee,0,boucicault place,noaddresstwo,brompton,0353,nsw,6177737
9462,#,26-30,#,#,#,#,#,#,<=50K,zali,nikolic,15,finn street,noaddresstwo,zillmere,0nan,qld,6882422
1810,#,26-30,#,#,#,#,#,#,<=50K,claudia,gorter,27,farncomb place,noaddresstwo,st clair,6058,vic,3587054
8131,#,26-30,#,#,#,#,#,#,<=50K,isabelle,neale,6,burtt crescent,noaddresstwo,gladesville,3021,vic,7147058
6242,#,26-30,#,#,#,#,#,#,<=50K,grayson,harris,20,cousin place,noaddresstwo,albury north,2067,nsw,8733108
4205,#,26-30,#,#,#,#,#,#,<=50K,saaa,muller,13,ennor creewfent,noaddresstwo,davistown,4021,nsw,5099155
3015,#,26-30,#,#,#,#,#,#,<=50K,takeisha,colmer,69,giles street,noaddresstwo,waterloo,2800,vic,6043982
1636,#,26-30,#,#,#,#,#,#,<=50K,daniel,dawkins,88,kerr place,noaddresstwo,penrith south,3084,nsw,8833894
3798,#,26-30,#,#,#,#,#,#,<=50K,ridley,strapps,129,halford crescent,aprt 6,carindale,4814,nsw,4923314
4817,#,26-30,#,#,#,#,#,#,<=50K,cameron,nosurname,34,mclarty court,noaddresstwo,yarraville,6210,nostate,5604103
5355,#,30,#,#,#,#,#,#,<=50K,shantal,leitner,28,william hudson crescent,noaddresstwo,yagoona,4159,vic,3141673
7458,#,30,#,#,#,#,#,#,<=50K,ella,ingram,391,aspinall street,cardinal gilroy vlge,mooloolah valley,2228,sa,2893962
1199,#,30,#,#,#,#,#,#,<=50K,thomas,moore,19,bellchambers crescent,riverlands,killara,4520,nsw,5043671
1056,#,30,#,#,#,#,#,#,<=50K,jehmak,mcdonald,9,companion crescent,noaddresstwo,corio,2061,nostate,7933483
5125,#,30,#,#,#,#,#,#,>50K,melinda,ford,26,antill street,lassaan,wynnum,5223,wa,6321416
8074,#,30,#,#,#,#,#,#,>50K,ethan,mccrohon,6,wambool street,noaddresstwo,gaven,3076,nsw,3690409
7618,#,30,#,#,#,#,#,#,>50K,amy,poulsen,205,noaddressone,noaddresstwo,blackmans bay,4035,qod,9015163
1836,#,30,#,#,#,#,#,#,>50K,tahnee,mahoney,13,etheridge street,aldershot,mountain river,2641,nostate,4309994
826,#,30,#,#,#,#,#,#,>50K,dylan,parlegta,92,walsh place,noaddresstwo,colleambally,3269,wa,2429286
6708,#,30,#,#,#,#,#,#,<=50K,antonio,ellen,28,mount vernon drive,noaddresstwo,winston hills,4226,wa,6316016
1771,#,30,#,#,#,#,#,#,>50K,tomy,golder,11,gleadow street,tiverton,craigmore,2287,nsw,5152546
9060,#,30,#,#,#,#,#,#,<=50K,kirrah,bingham,16,mckinnon street,noaddresstwo,oakleigh,2560,vic,8070276
4857,#,30,#,#,#,#,#,#,<=50K,john,davis,46,booroondara street,noaddresstwo,epping,3143,nsw,4256146
1000,#,30,#,#,#,#,#,#,<=50K,isobel,barham,56,packer street,noaddresstwo,cheltenham,3021,nsw,8448341
7608,#,30,#,#,#,#,#,#,>50K,angelica,vukovich,12,simpson street,noaddresstwo,umina,3802,sa,6013287
7305,#,30,#,#,#,#,#,#,<=50K,sarah,hunter,78,wettenhall circuit,noaddresstwo,riverwood,4121,qld,2867104
1467,#,30,#,#,#,#,#,#,<=50K,tuscany,barber,15,blackman crescent,avondale,gympie,2540,act,5896242
6958,#,30,#,#,#,#,#,#,<=50K,kyle,johnson,110,longmore crescent,noaddresstwo,newstead,4019,vic,1704737
3232,#,30,#,#,#,#,#,#,<=50K,abbky,fitzgerald,0,o'connor rircuit,alan walker vlge,craigieburn,0870,ql,7121850
5199,#,30,#,#,#,#,#,#,>50K,willip,larizza,17,murranji street,noaddresstwo,archerfaeld,2750,sa,2150021
5677,#,30,#,#,#,#,#,#,<=50K,joshua,hanley,1753,noaddressone,noaddresstwo,renmark,6095,nostate,8879834
3635,#,30,#,#,#,#,#,#,<=50K,jack,slater,90,ordell street,moondani house,melbourne,4128,nsw,1562537
3842,#,30,#,#,#,#,#,#,<=50K,caitlin,richaron,10,furphyidplace,noaddresstwo,halls gap,3170,sa,4455741
9848,#,30,#,#,#,#,#,#,<=50K,harrion,flint,13,meagher place,noaddresstwo,st jarmes,2745,nostate,2850910
8788,#,30,#,#,#,#,#,#,<=50K,annabel,dotto,33,disney court,noaddresstwo,maylands,5290,qld,9636485
5197,#,30,#,#,#,#,#,#,<=50K,rebecca,praest,12,mcalpineiplace,noaddresstwo,huskl sson,2280,wf,6181030
5388,#,30,#,#,#,#,#,#,<=50K,caleb,edwardes,91,warrego circuit,noaddresstwo,portland,5062,nostate,5003698
3839,#,30,#,#,#,#,#,#,<=50K,dylan,halliday,44,jewell close,noaddresstwo,coombabah,2168,nsw,6546592
1042,#,30,#,#,#,#,#,#,<=50K,stephanie,hamilton,439,cuscaden crescent,noaddresstwo,box hill south,3130,vic,8337538
7453,#,30,#,#,#,#,#,#,<=50K,talia,blacktet,149,starke street,noaddresstwo,naracoorte,0nan,vic,5550732
5200,#,30,#,#,#,#,#,#,<=50K,dylan,hockley,46,oxley street,evandale medical chmbrs,taren point,4869,wa,3315635
4156,#,30,#,#,#,#,#,#,<=50K,courtnhy,portamimni,8,eucumbwmesrive,fernleigh,mornington,2205,nsw,1815184
1856,#,30,#,#,#,#,#,#,<=50K,christian,edwards,0,michie street,noaddresstwo,north sydney,0870,nsw,3902800
9198,#,30,#,#,#,#,#,#,<=50K,isabella,walker,28,darwinia terrace,noaddresstwo,marsfield,2213,nsw,1110675
5907,#,30,#,#,#,#,#,#,<=50K,kayla,pearce,27,tooma place,noaddresstwo,hill top,3214,nsw,8759847
1413,#,30,#,#,#,#,#,#,<=50K,corie,cotton,155,tompson street,noaddresstwo,port lincoln,5608,nostate,7185727
3424,#,30,#,#,#,#,#,#,>50K,thomas,levett,25,candlebark close,noaddresstwo,maddnfjon,0267,fkc,5479447
6544,#,30,#,#,#,#,#,#,<=50K,timny,jenniwns,4,wolff vceccent,noaddresstwo,bentleihg east,2099,qld,6949469
6330,#,30,#,#,#,#,#,#,>50K,benjakin,everddn,1,macgregor street,sec 26,dover,2641,qld,2209931
598,#,30,#,#,#,#,#,#,>50K,tort,williajs,23,caffyn piace,casuarina ridge,woodville,2067,nostate,7977039
3317,#,30,#,#,#,#,#,#,<=50K,sarah,lewi,3,crescentkugaunson,marjory cole hostel,glenorie,2223,vic,7232671
1644,#,30,#,#,#,#,#,#,<=50K,jacyxnva,thompuwon,3,muir close,bundaberg specialist centre,morwln,4850,qld,3247820
2679,#,30,#,#,#,#,#,#,>50K,harriet,swann,55,griffiths street,noaddresstwo,nailsworth,2905,nostate,2433604
4479,#,30,#,#,#,#,#,#,<=50K,madeline,mccanm,32,osburnedrive,noaddresstwo,templesotwe,6107,vic,9433568
9448,#,30,#,#,#,#,#,#,<=50K,michael,lainbz,142,shann place,noaddresstwo,blacktown,4301,qld,9612276
4899,#,30,#,#,#,#,#,#,<=50K,ruby,hignett,3,maribyrnong avenue,noaddresstwo,clayton south,2477,nsw,4649356
7335,#,30,#,#,#,#,#,#,<=50K,james,aherne,46,stuckey place,noaddresstwo,essendon,3850,nsw,8346604
2630,#,30,#,#,#,#,#,#,<=50K,matthew,pattinson,29,maclean street,noaddresstwo,klemzig,2628,qld,4172345
2935,#,30,#,#,#,#,#,#,<=50K,georgia,alderman,16,florance place,noaddresstwo,newnham,3113,vic,2685136
6691,#,30,#,#,#,#,#,#,<=50K,jinni,hiller,10,kinleyside crescent,twinmills,eltham,2022,vic,5010800
1772,#,30,#,#,#,#,#,#,<=50K,paris,provis,40,slight place,noaddresstwo,cheltenham,2257,wa,9663105
3541,#,30,#,#,#,#,#,#,<=50K,bethany,elliot,5,antill street,wingrove,parkes,2783,qld,4820332
6495,#,30,#,#,#,#,#,#,<=50K,shaun,merieca,19,nyah place,tourist park,sussex inlet,3195,vic,4157422
2555,#,30,#,#,#,#,#,#,<=50K,jaf,jonepgs,10,maranboy street,noaddresstwo,armadale,1319,qld,5706878
1832,#,30,#,#,#,#,#,#,<=50K,thomas,brauer,9,mckenna street,roseville,wagga wagga,2546,vic,7402092
7216,#,30,#,#,#,#,#,#,<=50K,benjamin,whitney,25,noongale court,noaddresstwo,redclfe,3419,naq,2449205
7088,#,30,#,#,#,#,#,#,>50K,ak,kellm,50,brereton street,noaddresstwo,chapmsn,3053,wa,7583096
5127,#,30,#,#,#,#,#,#,<=50K,tal,mcglean,6,tauchert street,noaddresstwo,meruda,4270,actzxj,9174348
6154,#,30,#,#,#,#,#,#,<=50K,joshu,fulwood,4,noaddressone,riverside park,kealba,2146,qd,7568416
2675,#,30,#,#,#,#,#,#,<=50K,caitlyo,wes,70,kingsford smith drive,carinya,maced on,5400,sa,6955066
6500,#,30,#,#,#,#,#,#,>50K,bethanie,lettau,1,cobb crescent,noaddresstwo,port macquarie,2166,nostate,6212560
9798,#,30,#,#,#,#,#,#,<=50K,paige,rodda,7,tantangara street,larpent,werrington,2720,vic,4566486
4508,#,30,#,#,#,#,#,#,<=50K,casey,wunzh,27,grounds crescent,blue hills,edenq,5467,nostate,6307131
756,#,30,#,#,#,#,#,#,<=50K,baxter,lyndon,14,knoke avenue,noaddresstwo,numurkah,2650,qld,1086988
7395,#,30,#,#,#,#,#,#,<=50K,jcak,mccreight,238,boldrewoodatreet,noaddresstwo,west pennan hills,4838,qld,7454496
1598,#,30,#,#,#,#,#,#,>50K,rachel,hicks,7,beddome place,noaddresstwo,maroubra,5117,nsw,3706867
